relatedPlaintextFile,mainDocment,fundstelle,proclamation_nr,title,short,abbreviation,issuing_office,issuing_date,outline_nr,date,leadership,proclamation_sheet,proclamationType,attachments
"mbl-2024-402.txt","mbl-2024-402.pdf","Nds. MBl. - 2024, Nr. 402","402","Richtlinie über die Gewährung von Zuwendungen zur Förderung der Verbesserung der Erzeugungs- und Vermarktungsbedingungen für Bienenzuchterzeugnisse und zur Förderung der Bienenzucht und -haltung","","","","2024-09-11T22:00:00.000Z","78450","2024-09-12T06:57:19.580Z","ML","Nds. MBl.","Runderlass","66e2905cc6a23c38d09d0254_mbl-2024-402.pdf"
"mbl-2024-401.txt","mbl-2024-401.pdf","Nds. MBl. - 2024, Nr. 401","401","Regulierungskammer Niedersachsen; Festlegung nach § 29 Abs. 1 i. V. m. § 21 Abs. 3 Satz 4 Nr. 3 Buchst. h und i und Satz 5 EnWG","","","","2024-09-08T22:00:00.000Z","","2024-09-11T09:32:52.477Z","MU","Nds. MBl.","Bekanntmachung","66e1638b0490092d543db6a8_mbl-2024-401.pdf"
"mbl-2024-400.txt","mbl-2024-400.pdf","Nds. MBl. - 2024, Nr. 400","400","Organisation der Polizei des Landes Niedersachsen; Bearbeitungszuständigkeiten der Zentralen Kriminalinspektionen, der Zentralen Kriminaldienste, der Kriminal- und Ermittlungsdienste, der Polizeistationen und der Wasserschutzpolizeistationen","","","","2024-09-10T22:00:00.000Z","21021","2024-09-11T09:15:19.165Z","MI","Nds. MBl.","Runderlass","66e15f570490092d543db6a4_mbl-2024-400.pdf"
"mbl-2024-399.txt","mbl-2024-399.pdf","Nds. MBl. - 2024, Nr. 399","399","Raumverträglichkeitsprüfung für die Rückholung der radioaktiven Abfälle aus der Schachtanlage Asse II; Einleitung der Raumverträglichkeitsprüfung mit überschlägiger Prüfung der Umweltauswirkungen und Beteiligung der Öffentlichkeit gemäß § 15 ROG i. V. m. NROG","","","","2024-09-10T22:00:00.000Z","","2024-09-11T08:35:30.425Z","ArL BS","Nds. MBl.","Bekanntmachung","66e156070490092d543db6a1_mbl-2024-399.pdf"
"mbl-2024-398.txt","mbl-2024-398.pdf","Nds. MBl. - 2024, Nr. 398","398","Zulegung der „Manfred-Dänzer-Stiftung“ zur „Stiftergemeinschaft der Sparkasse Celle-Gifhorn-Wolfsburg“","","","","2024-09-01T22:00:00.000Z","","2024-09-11T08:35:27.121Z","ArL BS","Nds. MBl.","Bekanntmachung","66e155b00490092d543db69e_mbl-2024-398.pdf"
"mbl-2024-397.txt","mbl-2024-397.pdf","Nds. MBl. - 2024, Nr. 397","397","Zulassung des vorzeitigen Baubeginns nach § 44 c EnWG und des vorzeitigen Beginns der Gewässerbenutzung nach § 17 WHG im Rahmen des Planfeststellungsverfahrens zur Errichtung und zum Betrieb der „Gasversorgungsleitung Nr. 459 Etzel-Wardenburg“ (Open Grid Europe GmbH, Essen)","","","","2024-09-01T22:00:00.000Z","","2024-09-11T08:35:22.433Z","LBEG","Nds. MBl.","Bekanntmachung","66e1555e0490092d543db69b_mbl-2024-397.pdf"
"mbl-2024-396.txt","mbl-2024-396.pdf","Nds. MBl. - 2024, Nr. 396","396","Genehmigungsverfahren nach dem BImSchG; Öffentliche Bekanntmachung (PreZero Service Mitte GmbH & Co. KG, Hameln)","","","","2024-09-10T22:00:00.000Z","","2024-09-11T08:35:18.365Z","GAA Hannover","Nds. MBl.","Bekanntmachung","66e154fb0490092d543db698_mbl-2024-396.pdf"
"mbl-2024-395.txt","mbl-2024-395.pdf","Nds. MBl. - 2024, Nr. 395","395","Sitzübergang im Niedersächsischen Landtag","","","","2024-08-28T22:00:00.000Z","","2024-09-11T08:35:14.461Z","Landeswahlleiterin","Nds. MBl.","Bekanntmachung","66e154a70490092d543db695_mbl-2024-395.pdf"
"mbl-2024-394.txt","mbl-2024-394.pdf","Nds. MBl. - 2024, Nr. 394","394","Festlegung eines Einwirkungsbereichs Öffentliche Bekanntgabe","","","","2024-09-10T22:00:00.000Z","","2024-09-11T08:35:10.389Z","LBEG","Nds. MBl.","Bekanntmachung","66e154410490092d543db67f_mbl-2024-394.pdf"
"mbl-2024-393.txt","mbl-2024-393.pdf","Nds. MBl. - 2024, Nr. 393","393","Verwaltungsvorschriften zur Landeshaushaltsordnung (VV-LHO)","","","","2024-09-10T22:00:00.000Z","64100","2024-09-11T04:44:17.593Z","MF","Nds. MBl.","Runderlass","66e11fb00490092d543db67c_mbl-2024-393.pdf"
"mbl-2024-392.txt","mbl-2024-392.pdf","Nds. MBl. - 2024, Nr. 392","392","Richtlinie über die Gewährung von Zuwendungen zur Förderung von Einrichtungen zur Stärkung des Miteinanders der Generationen und des nachbarschaftlichen Zusammenlebens (Richtlinie Mehrgenerationen)","","","","2024-09-01T22:00:00.000Z","21147","2024-09-10T04:44:49.223Z","MS","Nds. MBl.","Runderlass","66dfce3eaaf4257f32311a38_mbl-2024-392.pdf"
"mbl-2024-391.txt","mbl-2024-391.pdf","Nds. MBl. - 2024, Nr. 391","391","Konsulate in der Bundesrepublik Deutschland","","","","2024-09-02T22:00:00.000Z","","2024-09-05T05:07:09.935Z","StK","Nds. MBl.","Bekanntmachung","66d93c2dbc0b849e722e772f_mbl-2024-391.pdf"
"mbl-2024-390.txt","mbl-2024-390.pdf","Nds. MBl. - 2024, Nr. 390","390","Richtlinie über die Gewährung von Zuwendungen zur Förderung von Vorhaben der Naturnahen Entwicklung der Oberflächengewässer – NEOG","","","","2024-09-04T22:00:00.000Z","28200","2024-09-05T04:56:17.171Z","MU","Nds. MBl.","Runderlass","66d939a6bc0b849e722e772c_mbl-2024-390.pdf"
"mbl-2024-389.txt","mbl-2024-389.pdf","Nds. MBl. - 2024, Nr. 389","389","Jahresabschluss 2023 des Klinischen Krebsregisters Niedersachsen","","","","2024-09-04T22:00:00.000Z","","2024-09-05T04:41:17.489Z","MS","Nds. MBl.","Bekanntmachung","66d93607bc0b849e722e7729_mbl-2024-389.pdf"
"mbl-2024-388.txt","mbl-2024-388.pdf","Nds. MBl. - 2024, Nr. 388","388","Kommunale Doppik in Niedersachsen","","","","2024-08-22T22:00:00.000Z","","2024-09-04T06:45:00.896Z","LSN","Nds. MBl.","Bekanntmachung","66d71334b2d2280ca252c78e_mbl-2024-388.pdf"
"mbl-2024-387.txt","mbl-2024-387.pdf","Nds. MBl. - 2024, Nr. 387","387","Allgemeinverfügung betreffend Einsprüche gegen Bescheide über die Grundsteueräquivalenzbeträge – Hauptfeststellung auf den 1. Januar 2022 (Grundlagenbescheid) und damit verbundene Einsprüche gegen Bescheide über den Grundsteuermessbetrag – Hauptveranla-gung auf den 1. Januar 2025 (Folgebescheid); Anordnungsruhe nach § 363 Absatz 2 Satz 3 der Abgabenordnung (AO)","","","","2024-08-27T22:00:00.000Z","","2024-09-04T06:44:56.680Z","LStN","Nds. MBl.","Bekanntmachung","66d712e9b2d2280ca252c78b_mbl-2024-387.pdf"
"mbl-2024-386.txt","mbl-2024-386.pdf","Nds. MBl. - 2024, Nr. 386","386","Genehmigungsverfahren nach dem BImSchG; Öffentliche Bekanntmachung (IVH Industriepark und Verwertungszentrum Harz GmbH, Goslar)","","","","2024-09-03T22:00:00.000Z","","2024-09-04T06:44:53.616Z","GAA Braunschweig","Nds. MBl.","Bekanntmachung","66d7126cb2d2280ca252c788_mbl-2024-386.pdf"
"mbl-2024-385.txt","mbl-2024-385.pdf","Nds. MBl. - 2024, Nr. 385","385","Anerkennung der Stiftung „MOBA-TREFF“","","","","2024-08-20T22:00:00.000Z","","2024-09-04T06:44:50.772Z","ArL WE","Nds. MBl.","Bekanntmachung","66d7122bb2d2280ca252c785_mbl-2024-385.pdf"
"mbl-2024-384.txt","mbl-2024-384.pdf","Nds. MBl. - 2024, Nr. 384","384","Anhörung zu Managementmaßnahmen für invasive gebietsfremde Arten von unionsweiter Bedeutung","","","","2024-09-03T22:00:00.000Z","","2024-09-04T06:44:48.112Z","NLWKN","Nds. MBl.","Bekanntmachung","66d711dfb2d2280ca252c782_mbl-2024-384.pdf"
"mbl-2024-383.txt","mbl-2024-383.pdf","Nds. MBl. - 2024, Nr. 383","383","V e r o r d n u n g über die Widmung des Hochwasserdeiches linksseitig der Aller im Bereich der Ortslage Hülsen, Landkreis Verden","","","","2024-08-19T22:00:00.000Z","","2024-09-04T06:44:43.420Z","NLWKN","Nds. MBl.","Bekanntmachung","66d7118fb2d2280ca252c77c_mbl-2024-383.pdf"
"mbl-2024-382.txt","mbl-2024-382.pdf","Nds. MBl. - 2024, Nr. 382","382","Ausweisung von Muschelkulturbezirken (Conradi GmbH, Krummhörn-Pewsum)","","","","2024-08-19T22:00:00.000Z","","2024-09-04T06:44:39.984Z","Staatliches Fischereiamt Bremerhaven","Nds. MBl.","Allgemeinverfügung","66d710fab2d2280ca252c778_mbl-2024-382.pdf"
"mbl-2024-381.txt","mbl-2024-381.pdf","Nds. MBl. - 2024, Nr. 381","381","Anerkennung der „PvH Familienstiftung“","","","","2024-09-03T22:00:00.000Z","","2024-09-04T06:44:37.636Z","ArL LG","Nds. MBl.","Bekanntmachung","66d71026b2d2280ca252c775_mbl-2024-381.pdf"
"mbl-2024-380.txt","mbl-2024-380.pdf","Nds. MBl. - 2024, Nr. 380","380","Standardeinheitskosten zur Abrechnung von Personalausgaben und Aufwandszahlungen für Selbständige bei der Fördermaßnahme EIP Agri des ELER-Fonds","","","","2024-07-30T22:00:00.000Z","78000","2024-08-30T09:25:10.983Z","ML","Nds. MBl.","Erlass","66d18fa3c677cef96e96c6d1_mbl-2024-380.pdf"
"mbl-2024-379.txt","mbl-2024-379.pdf","Nds. MBl. - 2024, Nr. 379","379","Katastrophenschutz; Hinweise und Regelungen zur Planung von Einrichtung und Betrieb von Notunterkünften sowie zur Betreuung, Unterbringung und Versorgung Betroffener (Aufnahmeplanung)","","","","2024-08-29T22:00:00.000Z","21100","2024-08-30T05:24:07.231Z","MI","Nds. MBl.","Runderlass","66d15704c677cef96e96c6ce_mbl-2024-379.pdf"
"mbl-2024-378.txt","mbl-2024-378.pdf","Nds. MBl. - 2024, Nr. 378","378","Anwendung des Niedersächsischen Grundsteuergesetzes (NGrStG) zur Bewertung des Grundvermögens für die Grundsteuer ab 01.01.2022 (AENGrStG)","","AENGrStG","","2024-08-04T22:00:00.000Z","","2024-08-27T15:09:17.442Z","MF","Nds. MBl.","Runderlass","66cdeb8ef363b1dd8ff09667_mbl-2024-378.pdf"
"mbl-2024-377.txt","mbl-2024-377.pdf","Nds. MBl. - 2024, Nr. 377","377","Richtlinie über die Gewährung von Zuwendungen zur Förderung der kulturellen Arbeit nach § 96 BVFG","","","","2024-08-26T22:00:00.000Z","27200","2024-08-27T07:35:06.148Z","MI","Nds. MBl.","Erlass","66cd8161f363b1dd8ff09664_mbl-2024-377.pdf"
"mbl-2024-376.txt","mbl-2024-376.pdf","Nds. MBl. - 2024, Nr. 376","376","Redaktionsschluss im Jahr 2024","","","","2024-08-22T22:00:00.000Z","","2024-08-27T04:32:37.015Z","StK","Nds. MBl.","Bekanntmachung","66cd5692f363b1dd8ff09661_mbl-2024-376.pdf"
"mbl-2024-375.txt","mbl-2024-375.pdf","Nds. MBl. - 2024, Nr. 375","375","EU-Struktur- und Investitionsfondsförderung 2021–2027; Pauschalierung der monatlichen Vergütung von Auszubildenden in ESF+-Projekten","","","","2024-07-28T22:00:00.000Z","82300","2024-08-26T08:20:40.525Z","MB","Nds. MBl.","Runderlass","66cc3a8ccd7bb097c423b3ba_mbl-2024-375.pdf"
"mbl-2024-374.txt","mbl-2024-374.pdf","Nds. MBl. - 2024, Nr. 374","374","Festlegung der Schonzeit für die erwerbsmäßige Fischerei zum Schutz des Europäischen Aals in Niedersachsen","","","","2024-08-25T22:00:00.000Z","","2024-08-26T07:10:19.223Z","ML","Nds. MBl.","Allgemeinverfügung","66cc296ccd7bb097c423b3b7_mbl-2024-374.pdf"
"mbl-2024-373.txt","mbl-2024-373.pdf","Nds. MBl. - 2024, Nr. 373","373","Planfeststellungsverfahren für die Erhöhung und Verstärkung des Elbedeiches zwischen Penkefitz und Wussegel Öffentliche Bekanntmachung","","","","2024-08-25T22:00:00.000Z","","2024-08-26T06:41:36.083Z","NLWKN","Nds. MBl.","Bekanntmachung","66cc236fcd7bb097c423b3b4_mbl-2024-373.pdf"
"mbl-2024-372.txt","mbl-2024-372.pdf","Nds. MBl. - 2024, Nr. 372","372","Aufhebung von Verwaltungsvorschriften","","","","2024-08-18T22:00:00.000Z","20210010000001, 20210010000003, 20210010000002","2024-08-23T06:05:28.047Z","MI","Nds. MBl.","Runderlass","66c8263ea7df25131032526a_mbl-2024-372.pdf"
"mbl-2024-371.txt","mbl-2024-371.pdf","Nds. MBl. - 2024, Nr. 371","371","Berichtigung des Gem. RdErl. Richtlinie über die Gewährung von Zuwendungen zur Förderung einer nachhaltigen und umwelt-, klima- sowie naturschutzgerechten Bewirtschaftung von landwirtschaftlich genutzten Flächen in Bremen, Hamburg und Niedersachsen (Richtlinie AUKM)","","","","2024-08-21T22:00:00.000Z","78210","2024-08-22T12:29:42.522Z","ML","Nds. MBl.","Berichtigung","66c72ee5416be1fde1c133e0_mbl-2024-371.pdf"
"mbl-2024-370.txt","mbl-2024-370.pdf","Nds. MBl. - 2024, Nr. 370","370","Niedersächsische Beihilfeverordnung (NBhVO); Arzneimittel","","","","2024-08-19T22:00:00.000Z","20444","2024-08-22T04:52:16.293Z","MF","Nds. MBl.","Runderlass","66c6c37b416be1fde1c133da_mbl-2024-370.pdf"
"mbl-2024-369.txt","mbl-2024-369.pdf","Nds. MBl. - 2024, Nr. 369","369","Durchführungshinweise zu den §§ 37 bis 41 NBesG","","","","2024-08-12T22:00:00.000Z","20441","2024-08-21T12:10:20.923Z","MF","Nds. MBl.","Runderlass","66c5d90428cdc3d0c5fc0137_mbl-2024-369.pdf"
"mbl-2024-368.txt","mbl-2024-368.pdf","Nds. MBl. - 2024, Nr. 368","368","Durchführungshinweise zu § 19 NBesG","","","","2024-08-12T22:00:00.000Z","20441","2024-08-21T12:00:13.759Z","MF","Nds. MBl.","Runderlass","66c5d60028cdc3d0c5fc0134_mbl-2024-368.pdf"
"mbl-2024-367.txt","mbl-2024-367.pdf","Nds. MBl. - 2024, Nr. 367","367","Genehmigungsverfahren nach dem BImSchG; Öffentliche Bekanntmachung (Biochem Zusatzstoffe Handels- und Produktionsgesellschaft mbH, Lohne)","","","","2024-08-20T22:00:00.000Z","","2024-08-21T10:49:49.943Z","GAA Oldenburg","Nds. MBl.","Bekanntmachung","66c5c62728cdc3d0c5fc0131_mbl-2024-367.pdf"
"mbl-2024-366.txt","mbl-2024-366.pdf","Nds. MBl. - 2024, Nr. 366","366","Anzeigeverfahren nach § 23 a BImSchG; Öffentliche Bekanntmachung (BIOCHEM Zusatzstoffe Handels- und Produktionsgesellschaft mbH, Lohne)","","","","2024-08-12T22:00:00.000Z","","2024-08-21T10:49:47.063Z","GAA Oldenburg","Nds. MBl.","Bekanntmachung","66c5c5d128cdc3d0c5fc012e_mbl-2024-366.pdf"
"mbl-2024-365.txt","mbl-2024-365.pdf","Nds. MBl. - 2024, Nr. 365","365","Genehmigungsverfahren nach dem BlmSchG; Öffentliche Bekanntmachung (NDEnergie GmbH & Co. KG, Bohmte)","","","","2024-08-11T22:00:00.000Z","","2024-08-21T10:49:44.131Z","GAA Oldenburg","Nds. MBl.","Bekanntmachung","66c5c57728cdc3d0c5fc012b_mbl-2024-365.pdf"
"mbl-2024-364.txt","mbl-2024-364.pdf","Nds. MBl. - 2024, Nr. 364","364","Genehmigungsverfahren nach dem BImSchG; Öffentliche Bekanntmachung (Bioenergie Almke GmbH & Co. KG, Wolfsburg)","","","","2024-08-06T22:00:00.000Z","","2024-08-21T10:49:38.491Z","GAA Braunschweig","Nds. MBl.","Bekanntmachung","66c5c52028cdc3d0c5fc0128_mbl-2024-364.pdf"
"mbl-2024-363.txt","mbl-2024-363.pdf","Nds. MBl. - 2024, Nr. 363","363","Raumverträglichkeitsprüfung für die Errichtung der 380 kV-Höchstspannungsfreileitung Mehrum/Nord – Liedingen (Mehrum/Nord – Vechelde) Öffentliche Bekanntmachung Einleitung des Verfahrens und Beteiligung der Öffentlichkeit","","","","2024-08-20T22:00:00.000Z","","2024-08-21T10:49:36.247Z","Regionalverband Großraum Braunschweig","Nds. MBl.","Bekanntmachung","66c5c4c428cdc3d0c5fc0125_mbl-2024-363.pdf"
"mbl-2024-362.txt","mbl-2024-362.pdf","Nds. MBl. - 2024, Nr. 362","362","Richtlinie über die Gewährung von Zuwendungen zur Stärkung der Metropolregion Hannover Braunschweig Göttingen Wolfsburg","Richtlinie Metropolregion H BS GÖ WOB","","","2024-07-16T22:00:00.000Z","23100","2024-08-20T11:59:56.120Z","MB","Nds. MBl.","Runderlass","66c4850e45fb80e89d557a30_mbl-2024-362.pdf"
"mbl-2024-361.txt","mbl-2024-361.pdf","Nds. MBl. - 2024, Nr. 361","361","Richtlinie über die Gewährung von Zuwendungen zur Förderung einer nachhaltigen und umwelt-, klima- sowie naturschutzgerechten Bewirtschaftung von landwirtschaftlich genutzten Flächen in Bremen, Hamburg und Niedersachsen","","Richtlinie AUKM","","2024-08-12T22:00:00.000Z","","2024-08-15T11:51:53.992Z","ML","Nds. MBl.","Gem. Runderlass","66bdeb7b574cc438e1f626c3_mbl-2024-361.pdf"
"mbl-2024-360.txt","mbl-2024-360.pdf","Nds. MBl. - 2024, Nr. 360","360","Richtlinie über die Gewährung von Zuwendungen zur Förderung von Mehrgefahrenversicherungen für landwirtschaftliche Kulturen in Niedersachsen, der Freien Hansestadt Bremen und der Freien und Hansestadt Hamburg","","RL-MGV-NI/HB/HH","","2024-08-14T22:00:00.000Z","","2024-08-15T08:14:18.139Z","ML","Nds. MBl.","Erlass","66bdb88c574cc438e1f626bf_mbl-2024-360.pdf"
"mbl-2024-359.txt","mbl-2024-359.pdf","Nds. MBl. - 2024, Nr. 359","359","Errichtung von Anlagen zur Gewinnung von erneuerbaren Energien auf oder in der Umgebung von Kulturdenkmalen","","","","2024-08-14T22:00:00.000Z","22510","2024-08-15T07:23:01.557Z","MWK","Nds. MBl.","Runderlass","66bdac94574cc438e1f626b9_mbl-2024-359.pdf"
"mbl-2024-358.txt","mbl-2024-358.pdf","Nds. MBl. - 2024, Nr. 358","358","Anerkennung der „Ohlendorf Handwerker-Stiftung“","","","","2024-08-06T22:00:00.000Z","","2024-08-14T06:45:09.141Z","ArL BS","Nds. MBl.","Bekanntmachung","66bb3ce1692e7fefb8777822_mbl-2024-358.pdf"
"mbl-2024-357.txt","mbl-2024-357.pdf","Nds. MBl. - 2024, Nr. 357","357","Erweiterung des Zwecks der „Deutschen Kleiderstiftung Spangenberg“","","","","2024-08-05T22:00:00.000Z","","2024-08-14T06:45:04.653Z","ArL BS","Nds. MBl.","Bekanntmachung","66bb3c86692e7fefb877781f_mbl-2024-357.pdf"
"mbl-20254-356.txt","mbl-20254-356.pdf","Nds. MBl. - 2024, Nr. 356","356","Verzeichnis der Kreiswahlleiterinnen und Kreiswahlleiter sowie ihrer Stellvertretungen für die Wahlperiode des 21. Deutschen Bundestages","","","","2024-07-31T22:00:00.000Z","","2024-08-14T06:44:59.125Z","Landeswahlleiterin","Nds. MBl.","Bekanntmachung","66bb3c3d692e7fefb877781c_mbl-20254-356.pdf"
"mbl-2024-355.txt","mbl-2024-355.pdf","Nds. MBl. - 2024, Nr. 355","355","Verzeichnis der Stadtwahlleiterinnen und Stadtwahlleiter, Kreiswahlleiterinnen und Kreiswahlleiter sowie ihrer Stellvertretungen für die Europawahl 2024","","","","2024-07-31T22:00:00.000Z","","2024-08-14T06:44:55.953Z","Landeswahlleiterin","Nds. MBl.","Bekanntmachung","66bb3baa692e7fefb8777819_mbl-2024-355.pdf"
"mbl-2024-354.txt","mbl-2024-354.pdf","Nds. MBl. - 2024, Nr. 354","354","Genehmigungsverfahren nach dem BImSchG; Öffentliche Bekanntmachung (KME Germany GmbH, Osnabrück)","","","","2024-07-24T22:00:00.000Z","","2024-08-07T09:57:53.482Z","GAA Oldenburg","Nds. MBl.","Bekanntmachung","66b3450d9d193d4711906d3b_mbl-2024-354.pdf"
"mbl-2024-353.txt","mbl-2024-353.pdf","Nds. MBl. - 2024, Nr. 353","353","Genehmigungsverfahren nach dem BImSchG; Öffentliche Bekanntmachung (Salzgitter Flachstahl GmbH, Salzgitter)","","","","2024-07-21T22:00:00.000Z","","2024-08-07T09:57:51.070Z","GAA Braunschweig","Nds. MBl.","Bekanntmachung","66b344d99d193d4711906d38_mbl-2024-353.pdf"
"mbl-2024-352.txt","mbl-2024-352.pdf","Nds. MBl. - 2024, Nr. 352","352","Bauaufsicht; Verwaltungsvorschrift Technische Baubestimmungen (VV TB) – Fassung November 2023 –","","","","2024-08-05T22:00:00.000Z","21072","2024-08-06T08:48:46.999Z","MW","Nds. MBl.","Runderlass","66b1e355424fee811c8e1631_mbl-2024-352.pdf"
"mbl-2024-351.txt","mbl-2024-351.pdf","Nds. MBl. - 2024, Nr. 351","351","Richtlinie über die Gewährung von Zuwendungen zur Förderung landwirtschaftlicher Betriebe in benachteiligten Gebieten in Niedersachsen und Bremen","Richtlinie Ausgleichszulage – AGZ","","","2024-07-22T22:00:00.000Z","","2024-08-02T07:09:11.426Z","ML","Nds. MBl.","Runderlass","66ac85b1d9434f46f6badadf_mbl-2024-351.pdf"
"mbl-2024-350.txt","mbl-2024-350.pdf","Nds. MBl. - 2024, Nr. 350","350","Eröffnung des Verfahrens zur Einreichung von Projektskizzen im Rahmen der Europäischen Innovationspartnerschaft „Produktivität und Nachhaltigkeit in der Landwirtschaft“ (EIP Agri) in Niedersachsen und Hamburg","","","","2024-07-31T22:00:00.000Z","","2024-08-01T07:39:26.819Z","ML","Nds. MBl.","Bekanntmachung","66ab3906d14b2e3a04172049_mbl-2024-350.pdf"
"mbl-2024-349.txt","mbl-2024-349.pdf","Nds. MBl. - 2024, Nr. 349","349","Verwaltungsvorschriften zur Haushaltssystematik des Landes Niedersachsen (VV-HNds)","","","","2024-07-31T22:00:00.000Z","64100","2024-08-01T06:39:59.394Z","MF","Nds. MBl.","Runderlass","66ab2d7cd14b2e3a04172046_mbl-2024-349.pdf"
"mbl-2024-348.txt","mbl-2024-348.pdf","Nds. MBl. - 2024, Nr. 348","348","Strafvollstreckungsordnung (StVollstrO)","","","","2024-07-30T22:00:00.000Z","34100","2024-08-01T06:28:41.794Z","MJ","Nds. MBl.","Allgemeine Verfügung","66ab2a8fd14b2e3a04172042_mbl-2024-348.pdf"
"mbl-2024-347.txt","mbl-2024-347.pdf","Nds. MBl. - 2024, Nr. 347","347","Einforderungs- und Beitreibungsanordnung (EBAO)","","","","2024-07-25T22:00:00.000Z","34100","2024-08-01T05:25:46.810Z","MJ","Nds. MBl.","Allgemeine Verfügung","66ab1b7fd14b2e3a0417203f_mbl-2024-347.pdf"
"mbl-2024-346.txt","mbl-2024-346.pdf","Nds. MBl. - 2024, Nr. 346","346","Genehmigungsverfahren nach dem BImSchG; Öffentliche Bekanntmachung (RWE Nukleus Green H2 GmbH, Lingen [Ems])","","","","2024-07-30T22:00:00.000Z","","2024-07-31T09:33:57.422Z","GAA Oldenburg","Nds. MBl.","Bekanntmachung","66aa04f50e05842782515f8d_mbl-2024-346.pdf"
"mbl-2024-345.txt","mbl-2024-345.pdf","Nds. MBl. - 2024, Nr. 345","345","Anerkennung der Stiftung „respektplus“ Bek. d. ArL Weser-Ems v. 22.07.2024 – 2.06-11741-16 (111) –","","","","2024-07-21T22:00:00.000Z","","2024-07-31T09:32:42.717Z","ArL WE","Nds. MBl.","Bekanntmachung","66aa04ad0e05842782515f8a_mbl-2024-345.pdf"
"mbl-2024-344.txt","mbl-2024-344.pdf","Nds. MBl. - 2024, Nr. 344","344","Genehmigungsverfahren nach dem BImSchG; Öffentliche Bekanntmachung (Kommunale Entsorgungsanstalt Nord-Niedersachsen, Osterholz-Scharmbeck)","","","","2024-07-30T22:00:00.000Z","","2024-07-31T06:25:27.503Z","GAA Lüneburg","Nds. MBl.","Bekanntmachung","66a9d7f80e05842782515f87_mbl-2024-344.pdf"
"mbl-2024-343.txt","mbl-2024-343.pdf","Nds. MBl. - 2024, Nr. 343","343","Richtlinien über die Gewährung von Billigkeitsleistungen für durch die verspätete Sperrwerksschließung an der Lühe am 28. 5. 2022 Geschädigte in Niedersachsen","","","","2024-07-29T22:00:00.000Z","28200","2024-07-30T07:48:25.680Z","MU","Nds. MBl.","Erlass","66a89a942e190ff245778c91_mbl-2024-343.pdf"
"mbl-2024-342.txt","mbl-2024-342.pdf","Nds. MBl. - 2024, Nr. 342","342","Richtlinie über die Gewährung von Zuwendungen zur Förderung der Stärkung von Zukunftsräumen in Niedersachsen","","","","2024-07-28T22:00:00.000Z","23100","2024-07-29T09:21:28.488Z","MB","Nds. MBl.","Runderlass","66a75ef889dcf680f42cd387_mbl-2024-342.pdf"
"mbl-2024-341.txt","mbl-2024-341.pdf","Nds. MBl. - 2024, Nr. 341","341","Richtlinie über die Gewährung von Zuwendungen zur Förderung von Innovationsnetzwerken","","","","2024-07-03T22:00:00.000Z","77300","2024-07-29T07:25:22.016Z","MW","Nds. MBl.","Erlass","66a7439289dcf680f42cd383_mbl-2024-341.pdf"
"mbl-2024-340.txt","mbl-2024-340.pdf","Nds. MBl. - 2024, Nr. 340","340","Durchführungshinweise zum Versorgungslastenteilungs-Staatsvertrag","","","","2024-07-11T22:00:00.000Z","20442","2024-07-26T06:34:18.912Z","MF","Nds. MBl.","Runderlass","66a342da721dde8e284b9110_mbl-2024-340.pdf"
"mbl-2024-339.txt","mbl-2024-339.pdf","Nds. MBl. - 2024, Nr. 339","339","Richtlinie über die Gewährung von Zuwendungen zur Förderung von Omnibusbetriebshöfen und zentralen Werkstätten im öffentlichen Personennahverkehr (ÖPNV)","Richtlinie ÖPNV-Omnibusbetriebshöfe","","","2024-07-24T22:00:00.000Z","93200","2024-07-25T10:30:43.003Z","MW","Nds. MBl.","Erlass","66a2290137c71400ee2871ac_mbl-2024-339.pdf"
"mbl-2024-338.txt","mbl-2024-338.pdf","Nds. MBl. - 2024, Nr. 338","338","Satzung der Oldenburgischen Landesbrandkasse","","","","2024-06-18T22:00:00.000Z","","2024-07-25T05:08:09.872Z","MF","Nds. MBl.","Bekanntmachung","66a1dd7337c71400ee2871a9_mbl-2024-338.pdf"
"mbl-2024-337.txt","mbl-2024-337.pdf","Nds. MBl. - 2024, Nr. 337","337","Landesplanerische Feststellung; Öffentliche Bekanntmachung (Abschluss des Raumordnungsverfahrens für den Neubau der Energietransportleitung 182 von Elbe Süd nach Achim)","","","","2024-07-23T22:00:00.000Z","","2024-07-24T08:39:22.542Z","ArL Lüneburg","Nds. MBl.","Bekanntmachung","66a0bc9fe56482e841e85ddd_mbl-2024-337.pdf"
"mbl-2024-336.txt","mbl-2024-336.pdf","Nds. MBl. - 2024, Nr. 336","336","Entscheidung nach dem BImSchG, Öffentliche Bekanntmachung (Friedrich Rohstoffe GmbH, Salzgitter)","","","","2024-07-11T22:00:00.000Z","","2024-07-24T08:17:17.034Z","GAA Braunschweig","Nds. MBl.","Bekanntmachung","66a0b771e56482e841e85dda_mbl-2024-336.pdf"
"mbl-2024-335.txt","mbl-2024-335.pdf","Nds. MBl. - 2024, Nr. 335","335","Gewährung von Anwärtersonderzuschlägen an Beamtinnen und Beamte auf Widerruf im Vorbereitungsdienst in der Laufbahn der Laufbahngruppe 2 der Fachrichtung Technische Dienste, Fachbereich Straßenwesen","","","","2024-07-17T22:00:00.000Z","20441","2024-07-24T06:22:06.722Z","MF","Nds. MBl.","Erlass","66a09d4ce56482e841e85dd5_mbl-2024-335.pdf"
